UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Comment
2744.0,L49923,,299.6,309.1,,45.3,166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2745.0,L49924,L,299.7,309.2,1620.0,30.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2746.0,M17605,M,299.7,309.1,1603.0,38.5,170.0,0.0,0.0,,,0.0,0.0,-
2747.0,L49926,L,299.7,,1411.0,46.1,173.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2748.0,L49927, L,299.7,309.2,1616.0,31.6,175.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2749.0,L49928,L,299.7,309.2,1631.0,35.1,177.0,,0.0,0.0,0.0,0.0,0.0,-
2750.0,,M,299.7,309.2,,28.9,179.0,1.0,0.0,0.0,0.0,0.0,0.0,-
2751.0,H32164,H,299.7,309.2,1456.0,40.6,-182.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2752.0,L49931,,299.7,309.1,1417.0,50.1,187.0,,0.0,0.0,0.0,,0.0,-
2753.0,M17612,M,26.55 °C,nan °C,1851.0,24.7,189.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2754.0,L49933,L,299.7,309.1,1715.0,27.8,192.0,,0.0,0.0,0.0,0.0,0.0,-
2755.0, H32168,H,299.6,309.1,1630.0,32.3,194.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2756.0,L49935,L,299.7,309.2,1478.0,38.8,199.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2757.0,L49936,L,299.7,309.2,1781.0,29.6,201.0,,0.0,0.0,,0.0,0.0,-
2758.0,L49937,L,299.8,309.2,1439.0,,203.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2759.0,M17618,M,299.7,309.2,1412.0,45.3,205.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2760.0,L49939,L,299.7,309.1,1483.0,41.1,208.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2761.0,L49940,L,299.8,309.2,1400.0,42.6,210.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2762.0,L49941,L,299.8,309.3,1299.0,65.1,212.0,1.0,0.0,0.0,0.0,1.0,0.0,-
2763.0,L49942,L,299.8,309.2,1479.0,44.4,214.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L49943,L,299.8,309.2,1491.0,47.5,216.0,0.0,0.0,,0.0,0.0,0.0,-
2765.0,M17624,M,299.9,309.3,1389.0,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2766.0,M17625,M,299.9,309.4,,54.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2767.0,M17626,M,299.9,309.4,1889.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-
2768.0,L49947,L,300.0,309.5,1925.0,21.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2769.0,l49948,L,300.0,309.5,1675.0,30.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
2770.0,M17629,M,300.0,309.6,1477.0,38.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2771.0,L49950,L,300.0,309.6,1364.0,45.9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2772.0,L49951,L,299.9,309.5,1451.0,39.4,18.0,0.0,0.0,0.0,,0.0,0.0,-
2773.0,L49952,L,299.9,,1467.0,41.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2774.0,,L,299.9,309.4,1858.0,22.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2775.0,,L,300.1,309.4,1559.0,39.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2776.0,L49955,,300.1,,1560.0,47.7,26.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2777.0,L49956,L,300.1,309.4,1453.0,47.6,28.0,0.0,0.0,0.0,,0.0,0.0,-
,L49957,L,300.1,309.4,1464.0,41.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2779.0,L49958,L,300.0,309.4,1308.0,50.2,,0.0,0.0,0.0,,0.0,0.0,-
2780.0,L49959,L,300.1,309.5,1353.0,50.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2781.0,M17640,,300.2,309.6,1556.0,35.8,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2782.0,L49961,L,300.2,309.5,2183.0,17.8,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2783.0,M17642,M,nan °C,36.45 °C,1491.0,41.8,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2784.0,M17643,,300.2,,1528.0,35.1,,0.0,0.0,0.0,0.0,0.0,0.0,-
2785.0,L49964,L,300.2,309.6,1430.0,,47.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L49965,L,300.2,309.5,1495.0,32.6,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2787.0,M17646,M,300.2,309.5,1630.0,28.3,51.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2788.0,M17647,M,300.3,309.6,1524.0,38.4,54.0,0.0,,0.0,0.0,0.0,0.0,-
2789.0,L49968,L,300.3,309.6,1326.0,52.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2790.0,H32203,H,300.3,309.5,1438.0,44.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2791.0,L49970,L,300.4,309.6,1356.0,45.9,64.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2792.0,H32205,H,300.4,,1416.0,43.3,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2793.0,L49972,L,300.4,309.7,1584.0,32.6,71.0,0.0,0.0,0.0,,0.0,0.0,-
2794.0,L49973,"""L""",300.3,309.6,1597.0,31.8,73.0,0.0,0.0,,0.0,0.0,0.0,-
2795.0,L49974, L,300.4,309.6,1553.0,43.9,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2796.0,M17655,,300.3,309.5,1405.0,49.4,77.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2797.0,L49976,L,300.2,309.5,1539.0,35.3,80.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2798.0,M17657,M,300.3,309.6,1398.0,53.7,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2799.0,L49978,L,300.3,,1568.0,39.6,85.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2800.0,L49979,L,300.3,309.6,1404.0,44.6,87.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2801.0,M17660,M,,309.5,1500.0,45.7,89.0,0.0,0.0,0.0,0.0,,0.0,-
2802.0,M17661,M,300.2,309.5,1642.0,28.8,92.0,0.0,0.0,,,0.0,0.0,-
2803.0,M17662,M,300.3,309.6,1509.0,46.6,95.0,0.0,0.0,0.0,,0.0,0.0,-
2804.0,L49983,L,300.2,309.5,3343.0,50.2,,0.0,0.0,0.0,0.0,,0.0,-
2805.0,L49984,L,300.1,309.5,1450.0,40.1,100.0,0.0,,0.0,0.0,0.0,0.0,-
2806.0,L49985,L,300.0,309.4,1460.0,43.5,102.0,0.0,0.0,0.0,0.0,0.0,,-
2807.0,L49986,L,300.0,309.3,1364.0,41.2,104.0,0.0,,0.0,0.0,0.0,0.0,-
2808.0,M17667,"""M""",299.9,309.3,1452.0,41.9,106.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2809.0,L49988,L,299.9,309.3,1471.0,41.8,109.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2810.0,L49989,L,299.9,309.2,1598.0,34.6,111.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2811.0,L49990,L,299.8,309.1,1772.0,24.8,113.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2812.0,L49991,L,299.9,,1761.0,25.6,115.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2813.0,M17672,M,300.0,309.3,1413.0,40.7,117.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2814.0,L49993,L,300.0,309.3,1887.0,22.6,120.0,,0.0,0.0,0.0,0.0,0.0,-
2815.0,L49994,L,26.85 °C,36.15 °C,1395.0,56.5,122.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2816.0,M17675,M,26.95 °C,36.25 °C,1569.0,31.6,124.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2817.0,L49996,L,300.1,309.4,1434.0,47.3,127.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2818.0,L49997,L,300.2,309.5,1417.0,41.1,129.0,0.0,0.0,0.0,0.0,,0.0,-
2819.0,L49998,L,300.2,309.5,1729.0,28.4,131.0,0.0,0.0,,0.0,0.0,0.0,-
2820.0,L49999,L,300.2,309.5,1356.0,51.1,133.0,0.0,,0.0,0.0,0.0,,-
2821.0,L50000,L,300.2,309.5,1436.0,48.8,135.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2822.0,M17681,M,27.15 °C,36.45 °C,1419.0,42.5,137.0,0.0,0.0,0.0,0.0,,0.0,-
2823.0,L50002,L,300.3,309.6,1593.0,38.1,140.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2824.0,M17683,M,300.3,309.5,1320.0,62.2,142.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,M17684,M,300.3,309.5,1448.0,42.4,145.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L50005,,300.3,309.4,1470.0,33.5,148.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2827.0,,M,27.15 °C,36.25 °C,1612.0,33.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2828.0,L50007,L,27.25 °C,36.25 °C,1412.0,51.6,153.0,0.0,,0.0,0.0,0.0,0.0,-
2829.0,M17688,M,300.4,309.4,3875.0,23.9,155.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2830.0,L50009,L,,309.3,1612.0,36.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2831.0,M17690,,300.4,309.3,1411.0,41.6,160.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2832.0,M17691,M,300.3,309.2,1490.0,47.9,163.0,,0.0,0.0,0.0,0.0,0.0,-
2833.0,M17692,M,300.4,,1467.0,40.3,166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2834.0,L50013,L,300.3,309.2,1807.0,26.4,169.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2835.0,L50014,L,300.3,309.1,1368.0,46.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2836.0,,L,300.3,309.2,1572.0,,173.0,,0.0,0.0,0.0,0.0,0.0,-
,M17696,M,27.15 °C,35.95 °C,1458.0,44.3,-175.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2838.0,L50017,L,300.3,309.1,1699.0,30.3,,0.0,0.0,0.0,0.0,0.0,0.0,-
2839.0,L50018,L,300.3,309.3,1478.0,39.5,180.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2840.0,M17699,M,300.4,309.4,1362.0,42.1,182.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2841.0,H32254,H,300.4,,1487.0,38.9,185.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2842.0,L50021,L,300.3,309.4,1705.0,29.4,190.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2843.0,L50022,L,300.3,309.3,1345.0,53.5,-192.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2844.0,L50023,L,300.3,309.2,1532.0,40.2,194.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2845.0,,L,300.3,309.2,1650.0,35.2,196.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2846.0,L50025,L,300.3,309.2,1398.0,54.4,198.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2847.0,,,300.3,309.2,1412.0,44.8,,0.0,0.0,0.0,0.0,0.0,0.0,-
2848.0,L50027,L,300.4,309.3,1525.0,39.6,202.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2849.0,M17708,M,300.3,309.3,1391.0,57.9,204.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2850.0,L50029,L,27.25 °C,36.15 °C,1766.0,28.2,207.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2851.0,L50030,L,300.4,309.3,1671.0,35.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2852.0,L50031,L,300.5,309.3,1373.0,48.8,211.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2853.0,M17712,M,300.5,309.4,1347.0,50.1,213.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2854.0,M17713,M,300.5,309.3,1539.0,,216.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2855.0,L50034,L,300.5,309.3,1470.0,40.8,219.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2856.0,L50035,L,300.5,309.3,,37.0,,0.0,0.0,0.0,0.0,0.0,0.0,-
2857.0,H32270,H,300.5,,1471.0,45.2,223.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2858.0,M17717,M,300.4,309.2,1528.0,37.2,228.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2859.0,L50038,L,300.5,309.3,,51.5,231.0,,0.0,0.0,0.0,1.0,0.0,-
2860.0,L50039,L,,309.4,1549.0,43.4,233.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2861.0,H32274,H,300.6,309.4,1463.0,49.2,235.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2862.0,L50041,L,300.7,309.5,1479.0,43.6,-240.0,0.0,0.0,0.0,0.0,0.0,,-
2863.0,L50042,L,300.6,309.5,1867.0,23.0,242.0,0.0,0.0,,0.0,0.0,0.0,-
2864.0,L50043,L,300.6,309.4,1471.0,44.1,244.0,0.0,,0.0,0.0,0.0,0.0,-
2865.0,H32278,H,300.6,309.4,1380.0,47.6,246.0,,1.0,0.0,0.0,0.0,0.0,-
2866.0,H32279,H,300.7,309.7,1623.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2867.0,L50046,L,300.8,,1997.0,20.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2868.0,H32281,H,300.7,309.6,1390.0,48.5,7.0,0.0,0.0,,0.0,0.0,0.0,-
2869.0,L50048,L,300.8,309.7,1418.0,46.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2870.0,L50049,L,300.8,309.7,1519.0,35.8,14.0,,0.0,0.0,0.0,0.0,0.0,-
2871.0,m17730,M,300.8,309.7,1519.0,39.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2872.0,M17731,M,300.7,309.6,1536.0,37.2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2873.0,L50052,L,300.8,309.6,1680.0,28.7,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2874.0, H32287,H,300.6,309.4,1555.0,37.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2875.0,L50054,L,300.6,309.5,1471.0,49.6,,0.0,0.0,0.0,0.0,0.0,,-
2876.0,M17735,M,300.5,309.4,1877.0,23.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,M17736,M,300.5,309.3,1578.0,30.5,,0.0,0.0,,0.0,0.0,0.0,-
2878.0,M17737,M,27.35 °C,36.25 °C,1655.0,32.1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2879.0,"""H32292""",H,27.35 °C,36.25 °C,1502.0,,40.0,0.0,,0.0,0.0,0.0,0.0,-
2880.0,M17739,M,300.6,309.4,1367.0,63.2,45.0,1.0,0.0,0.0,1.0,0.0,0.0,-
2881.0,L50060,L,300.7,309.5,1541.0,37.2,48.0,0.0,0.0,0.0,,0.0,0.0,-
2882.0,M17741,M,300.6,309.6,1588.0,37.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2883.0,L50062,L,27.45 °C,36.45 °C,1684.0,32.8,53.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2884.0,L50063, L,300.6,309.5,1437.0,40.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2885.0,L50064,L,300.6,309.6,1409.0,42.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,M17745,M,300.5,309.5,1320.0,49.9,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,H32300,H,300.5,,1635.0,34.2,62.0,0.0,0.0,0.0,0.0,0.0,,-
2888.0,M17747,M,300.5,309.5,1691.0,27.6,67.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2889.0,,M,300.6,309.6,1365.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2890.0,M17749,M,300.7,309.7,1523.0,38.2,73.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2891.0,L50070,L,300.6,309.7,1593.0,32.4,76.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2892.0,L50071,L,300.6,309.6,1682.0,30.7,78.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2893.0,L50072, L,300.7,309.6,1329.0,54.3,80.0,,0.0,0.0,0.0,0.0,0.0,-
2894.0,M17753,M,300.7,309.6,1568.0,35.2,82.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2895.0,L50074,L,300.7,309.6,1733.0,24.8,85.0,,0.0,0.0,0.0,0.0,0.0,-
2896.0,M17755,M,300.7,309.6,1473.0,48.1,87.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2897.0,M17756,M,300.7,309.5,1633.0,31.3,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2898.0,M17757,M,300.6,309.5,1530.0,40.2,93.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2899.0,M17758,M,300.6,309.5,1550.0,40.2,96.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2900.0,L50079,L,300.6,309.4,1410.0,40.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2901.0,L50080,L,300.5,309.3,1574.0,33.5,101.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2902.0,L50081,L,300.6,309.4,1425.0,40.3,,0.0,0.0,0.0,0.0,0.0,0.0,-
2903.0,M17762,M,27.45 °C,36.25 °C,1541.0,35.2,105.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2904.0,M17763,M,300.7,309.5,1733.0,26.7,108.0,,0.0,0.0,0.0,0.0,0.0,-
2905.0,L50084, L,300.6,309.4,2496.0,13.5,111.0,0.0,0.0,0.0,0.0,0.0,,-
2906.0,L50085,L,300.6,309.4,1552.0,36.4,113.0,,0.0,0.0,0.0,0.0,0.0,-
2907.0,L50086,L,300.6,309.3,1409.0,38.7,115.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2908.0,M17767,M,300.6,309.4,1581.0,35.7,117.0,0.0,0.0,0.0,0.0,0.0,,-
2909.0,L50088,L,300.7,309.5,,,120.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2910.0,L50089,L,300.7,309.6,1500.0,44.1,-122.0,0.0,0.0,0.0,,0.0,0.0,-
2911.0,L50090,L,300.6,309.5,1576.0,38.8,124.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2912.0,M17771,M,300.7,309.5,1352.0,44.0,-126.0,0.0,0.0,0.0,0.0,,0.0,-
2913.0,,L,300.7,309.6,1661.0,30.3,129.0,0.0,0.0,0.0,0.0,0.0,,-
2914.0,L50093,L,,309.6,1541.0,34.6,131.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2915.0,H32328,H,300.6,309.6,1888.0,20.5,133.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2916.0,L50095,L,300.5,309.5,1255.0,62.1,138.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2917.0,L50096,,300.6,309.6,1411.0,41.6,140.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2918.0,L50097,L,300.6,309.5,1516.0,39.0,,0.0,0.0,0.0,0.0,0.0,0.0,-
2919.0,M17778,M,300.6,309.5,1492.0,34.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L50099,L,300.6,309.6,1726.0,30.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2921.0,L50100,L,300.7,309.7,1598.0,33.7,149.0,0.0,0.0,,0.0,0.0,,-
2922.0,L50101, L,27.65 °C,36.65 °C,1657.0,31.1,151.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2923.0,L50102,L,300.8,309.7,1481.0,38.1,153.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2924.0,M17783,M,300.7,309.7,1397.0,51.3,155.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2925.0,L50104,L,300.8,309.7,1461.0,44.3,158.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2926.0,M17785,M,300.7,309.6,1388.0,51.1,160.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2927.0,L50106,L,300.7,,,52.4,163.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2928.0,M17787,M,300.7,309.6,1421.0,49.8,,0.0,0.0,0.0,0.0,0.0,0.0,-
2929.0,M17788,M,,309.7,1258.0,54.9,168.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2930.0,,M,300.8,309.7,1482.0,39.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2931.0,H32344,H,300.7,309.6,1403.0,51.3,174.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2932.0,L50111,L,27.65 °C,36.55 °C,1373.0,45.4,179.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2933.0,L50112,L,300.9,309.7,1460.0,42.1,181.0,0.0,0.0,0.0,,0.0,0.0,-
2934.0,,M,300.8,309.7,1751.0,27.9,183.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2935.0,M17794,M,300.8,309.6,1546.0,42.3,186.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2936.0,M17795,M,300.8,309.7,1680.0,28.2,189.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2937.0,M17796,M,300.9,309.7,1394.0,48.8,192.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2938.0,L50117,L,300.7,309.6,1810.0,26.0,195.0,0.0,0.0,0.0,0.0,0.0,,-
2939.0,L50118,L,,309.5,1479.0,34.5,197.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2940.0,L50119,L,300.9,309.7,1431.0,41.4,199.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2941.0, L50120,l,300.9,309.7,2355.0,14.4,201.0,0.0,,0.0,0.0,0.0,0.0,-
2942.0,M17801,M,300.7,309.6,1996.0,19.8,203.0,1.0,1.0,,0.0,0.0,0.0,-
2943.0,L50122,,300.7,309.5,1461.0,49.9,0.0,0.0,0.0,,0.0,0.0,0.0,-
2944.0,H32357,H,300.7,,2007.0,19.7,2.0,0.0,0.0,0.0,0.0,,,-
2945.0,,L,300.7,309.6,1505.0,34.9,7.0,0.0,0.0,0.0,0.0,,0.0,-
2946.0,H32359,H,27.55 °C,36.45 °C,1925.0,20.5,9.0,0.0,,0.0,0.0,0.0,0.0,-
2947.0,M17806,M,300.7,309.5,1622.0,30.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2948.0,L50127,L,300.7,309.5,1592.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2949.0,L50128,L,300.7,309.5,1850.0,24.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2950.0,M17809,M,300.7,309.5,,48.7,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2951.0,M17810,M,300.7,309.5,1445.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2952.0,L50131,"""L""",300.7,309.5,1685.0,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2953.0,H32366,H,300.7,309.5,1667.0,30.5,,0.0,0.0,0.0,0.0,0.0,0.0,-
2954.0,L50133,L,300.7,309.5,,35.4,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2955.0,H32368,,300.6,309.4,1691.0,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2956.0,M17815,,300.7,309.5,1439.0,43.8,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2957.0,M17816,M,300.8,309.6,1404.0,38.7,44.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L50137,L,300.8,309.6,1498.0,45.8,47.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2959.0,M17818,M,300.8,309.5,1481.0,44.5,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2960.0,M17819,M,,,1589.0,35.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2961.0,L50140,L,27.55 °C,36.35 °C,1467.0,44.3,55.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2962.0,L50141,,300.6,309.4,1654.0,32.8,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2963.0,L50142,L,300.7,309.5,1508.0,39.9,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2964.0,,M,300.7,309.6,1439.0,43.0,61.0,,0.0,0.0,0.0,0.0,0.0,-
2965.0,L50144, L,300.7,309.5,1692.0,30.3,64.0,0.0,,0.0,0.0,0.0,0.0,-
2966.0,M17825,M,300.7,309.5,1838.0,24.9,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2967.0,L50146,L,300.6,309.3,1601.0,40.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
2968.0,L50147,l,300.6,309.4,1369.0,51.6,71.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2969.0,M17828,M,300.6,309.4,1312.0,45.2,73.0,0.0,,0.0,0.0,0.0,0.0,-
2970.0,L50149,L,300.6,309.4,1468.0,44.1,76.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2971.0,M17830,M,300.6,309.4,1452.0,39.4,78.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2972.0,M17831,M,300.7,309.5,1393.0,43.9,81.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2973.0,M17832,M,300.6,309.4,1432.0,44.2,84.0,0.0,0.0,0.0,0.0,0.0,,-
2974.0,M17833,M,300.6,309.3,,46.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2975.0,M17834,M,27.45 °C,36.25 °C,1521.0,37.2,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2976.0,H32389,H,300.5,309.4,1360.0,46.2,93.0,0.0,0.0,0.0,,0.0,0.0,-
2977.0,M17836,M,300.5,309.3,1881.0,25.5,-98.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2978.0,L50157,L,300.4,,1413.0,50.3,101.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2979.0,H32392,H,300.5,309.4,1642.0,36.2,103.0,,0.0,0.0,0.0,,0.0,-
2980.0,L50159,L,300.5,309.5,1542.0,38.5,108.0,0.0,0.0,,0.0,0.0,0.0,-
2981.0,L50160,L,300.4,309.5,1447.0,39.3,110.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2982.0,H32395,"""H""",300.4,309.4,1530.0,40.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2983.0,l50162,L,300.5,309.5,1795.0,27.7,117.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2984.0,L50163,L,300.6,309.6,1290.0,57.4,119.0,0.0,0.0,0.0,0.0,,0.0,-
2985.0,L50164,l,300.6,309.7,1639.0,30.4,121.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2986.0,L50165,L,300.7,309.8,1596.0,31.5,123.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2987.0,L50166,L,300.6,309.8,1455.0,48.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2988.0,"""M17847""",M,300.6,309.8,1659.0,28.9,127.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2989.0,M17848,M,300.6,309.8,1532.0,42.5,130.0,0.0,0.0,0.0,0.0,0.0,0.0,-
